datetime,open,high,low,close,volume,dividends,stock splits
2025-04-24 10:30:00-04:00,206.2899932861328,206.66000366210938,205.2200927734375,205.9250030517578,4262818,0.0,0.0
2025-04-24 11:30:00-04:00,205.88499450683594,206.75,205.58009338378906,206.2899932861328,4462199,0.0,0.0
2025-04-24 12:30:00-04:00,206.2899932861328,207.02999877929688,205.82000732421875,206.90499877929688,2541750,0.0,0.0
2025-04-24 13:30:00-04:00,206.9199981689453,207.7899932861328,206.5500030517578,207.28900146484375,2687289,0.0,0.0
2025-04-24 14:30:00-04:00,207.3000030517578,208.10000610351562,207.02999877929688,207.09010314941406,3837311,0.0,0.0
2025-04-24 15:30:00-04:00,207.11000061035156,208.82989501953125,207.08999633789062,208.1999969482422,5785557,0.0,0.0
2025-04-25 09:30:00-04:00,206.42999267578125,209.24989318847656,206.1999969482422,206.63479614257812,8557840,0.0,0.0
2025-04-25 10:30:00-04:00,206.63999938964844,207.7628936767578,206.51499938964844,207.10000610351562,3766130,0.0,0.0
2025-04-25 11:30:00-04:00,207.11000061035156,208.89999389648438,206.66000366210938,208.63560485839844,3769247,0.0,0.0
2025-04-25 12:30:00-04:00,208.52000427246094,209.41000366210938,208.2899932861328,209.3701934814453,3744945,0.0,0.0
2025-04-25 13:30:00-04:00,209.38999938964844,209.4149932861328,207.3699951171875,208.50450134277344,3053055,0.0,0.0
2025-04-25 14:30:00-04:00,208.50999450683594,208.8699951171875,208.13999938964844,208.22000122070312,2357459,0.0,0.0
2025-04-25 15:30:00-04:00,208.2100067138672,209.42999267578125,207.8699951171875,209.22999572753906,4418187,0.0,0.0
2025-04-28 09:30:00-04:00,210.05999755859375,211.5,208.74000549316406,208.92999267578125,9371395,0.0,0.0
2025-04-28 10:30:00-04:00,208.875,209.82000732421875,207.83999633789062,207.9499969482422,4027500,0.0,0.0
2025-04-28 11:30:00-04:00,207.98590087890625,208.39999389648438,207.4600067138672,207.86000061035156,2434302,0.0,0.0
2025-04-28 12:30:00-04:00,207.85000610351562,208.72999572753906,207.85000610351562,208.13999938964844,2227932,0.0,0.0
2025-04-28 13:30:00-04:00,208.13499450683594,210.0500030517578,208.0800018310547,209.8699951171875,3099461,0.0,0.0
2025-04-28 14:30:00-04:00,209.8699951171875,210.94000244140625,209.7613983154297,210.5399932861328,2610842,0.0,0.0
2025-04-28 15:30:00-04:00,210.52999877929688,211.4998016357422,210.0399932861328,210.08999633789062,3584738,0.0,0.0
2025-04-29 09:30:00-04:00,208.6929931640625,212.24000549316406,208.3699951171875,210.9499969482422,9190515,0.0,0.0
2025-04-29 10:30:00-04:00,210.9600067138672,212.07000732421875,210.6699981689453,211.0399932861328,3218454,0.0,0.0
2025-04-29 11:30:00-04:00,211.0399932861328,211.32530212402344,210.39999389648438,210.48800659179688,2669695,0.0,0.0
2025-04-29 12:30:00-04:00,210.49000549316406,210.69000244140625,209.35000610351562,210.36000061035156,2562388,0.0,0.0
2025-04-29 13:30:00-04:00,210.3699951171875,211.85000610351562,210.22000122070312,211.7227020263672,2467158,0.0,0.0
2025-04-29 14:30:00-04:00,211.72000122070312,211.96060180664062,211.10009765625,211.3000030517578,2519310,0.0,0.0
2025-04-29 15:30:00-04:00,211.30999755859375,211.77000427246094,210.9499969482422,211.24000549316406,3222132,0.0,0.0
2025-04-30 09:30:00-04:00,209.3000030517578,209.72000122070312,206.67050170898438,209.32119750976562,7770541,0.0,0.0
2025-04-30 10:30:00-04:00,209.34950256347656,210.86000061035156,208.71009826660156,210.5449981689453,3782710,0.0,0.0
2025-04-30 11:30:00-04:00,210.55999755859375,211.27999877929688,209.9499969482422,210.58999633789062,2740535,0.0,0.0
2025-04-30 12:30:00-04:00,210.58999633789062,211.36000061035156,209.8000030517578,211.0800018310547,2462208,0.0,0.0
2025-04-30 13:30:00-04:00,211.07000732421875,212.97000122070312,210.31500244140625,210.71499633789062,3447792,0.0,0.0
2025-04-30 14:30:00-04:00,210.6999969482422,211.30999755859375,210.27999877929688,210.3446044921875,2871370,0.0,0.0
2025-04-30 15:30:00-04:00,210.375,213.5399932861328,210.0500030517578,212.49000549316406,7076663,0.0,0.0
2025-05-01 09:30:00-04:00,209.00999450683594,212.5,208.89999389648438,211.74000549316406,11460361,0.0,0.0
2025-05-01 10:30:00-04:00,211.75,214.22000122070312,211.31500244140625,212.8966064453125,5794472,0.0,0.0
2025-05-01 11:30:00-04:00,212.89500427246094,213.1199951171875,211.4149932861328,212.77999877929688,4005190,0.0,0.0
2025-05-01 12:30:00-04:00,212.77999877929688,212.87759399414062,211.85000610351562,212.50999450683594,4133080,0.0,0.0
2025-05-01 13:30:00-04:00,212.50999450683594,213.0,212.06500244140625,212.77999877929688,2827555,0.0,0.0
2025-05-01 14:30:00-04:00,212.7899932861328,213.1999969482422,212.3000030517578,212.94000244140625,3941988,0.0,0.0
2025-05-01 15:30:00-04:00,212.94000244140625,214.5500030517578,212.47000122070312,212.8300018310547,7135104,0.0,0.0
2025-05-02 09:30:00-04:00,206.08999633789062,206.8199005126953,202.2100067138672,206.72000122070312,30704404,0.0,0.0
2025-05-02 10:30:00-04:00,206.72000122070312,206.99000549316406,204.60000610351562,204.9008026123047,9323215,0.0,0.0
2025-05-02 11:30:00-04:00,204.9199981689453,206.5800018310547,204.860595703125,205.0,8718007,0.0,0.0
2025-05-02 12:30:00-04:00,205.0,205.88999938964844,204.14999389648438,204.69900512695312,7635353,0.0,0.0
2025-05-02 13:30:00-04:00,204.6999969482422,205.8300018310547,204.6999969482422,204.8800048828125,7087245,0.0,0.0
2025-05-02 14:30:00-04:00,204.8699951171875,205.42999267578125,203.66000366210938,204.75999450683594,8882491,0.0,0.0
2025-05-02 15:30:00-04:00,204.75999450683594,205.5,203.88999938964844,205.3000030517578,9990065,0.0,0.0
